07, 10, 21.3, 333.7
10, 07, 151.8, 204.27
11, 10, 195.9, 132
10, 11, 314.4, 3
11, 12, 8, 172.84
12, 11, 0, 190.2
12, 13, 86.9, 1.9
13, 12, 181.5, 266.4
13, 14, 2, 175
14, 13, 355, 181.8
14, 15, 82.6, 0
15, 14, 184.9, 268.5
15, 16, 357.81, 180.5
16, 15, 356.9, 183.2
16, 17, 272.7, 4
17, 16, 178.82, 86.4
16, 05, 83, 72.3
05, 16, 262.59, 267.3
